sample,BranchLength,BranchVolume,DBHcyl,DBHqsm,LengthBranchOrder,LengthCylDiam,MaxBranchOrder,NumberBranchOrder,NumberBranches,TotalArea,TotalVolume,TreeHeight,TrunkLength,TrunkVolume,VolumeBranchOrder,VolumeCylDiam,PA,IoU,DSC,MSE,NHD
T120,246.40315,456.40268,0.649418,0.649418,0.56483686,16.037079,5,20,246,42.987133,1284.3392,17.955906,17.740788,827.93616,191.52226,0.44089124,0.946969697,0.901175498,0.947626147,0.053030303,0.002650138
T121,39.945724,99.40118,0.15397403,0.14272614,0.11261263,1.5310837,4,4,34,8.54462,226.84677,6.8854856,5.8996406,127.44558,62.56584,0.036921863,0.886549708,0.815798453,0.898369968,0.113450292,0.091762377
T122,2.732257,0.9568234,0.005,0.005,0.008643627,0.2515175,2,1,2,0.27644402,1.6780953,1.3742447,1.4115858,0.7212719,0.28093934,0.004938535,0.978835979,0.959114959,0.97875064,0.021164021,0.013713196
T123,336.48584,801.83435,0.26021957,0.2601619,0.32408723,25.61272,6,9,300,57.49758,1227.0713,19.1693,17.271156,425.23697,186.16388,0.78072935,0.836904762,0.752587146,0.857929725,0.163095238,0.04966709
T124,484.29373,1400.2596,0.28783786,0.28134772,1.1091089,27.59991,5,48,486,87.754,2106.8586,22.07,22.278313,706.59906,765.1434,0.66976947,0.969187675,0.935944512,0.96679432,0.030812325,0.056786662
T125,28.994154,129.14929,0.20602474,0.19880278,0.17641144,1.302406,4,4,17,12.252672,408.1829,15.116056,14.538725,279.0336,106.55372,0.031624302,0.952645503,0.88979828,0.941227933,0.047354497,0.088203808
T126,2.3309548,15.449274,0.06972488,0.06972488,0.005193876,0,2,1,2,0.95624626,24.23307,0.93911743,0.9328691,8.783797,3.9079342,0,0.93996786,0.871462426,0.929975675,0.06003214,0.00639927
T127,2.5502229,3.3250096,0.0708592,0.0708592,0.01591465,0.39239424,2,1,2,0.37610355,4.893293,0.85099506,0.39768767,1.5682833,3.0421932,0.007704644,0.954678363,0.907157375,0.950948058,0.045321637,0.057135243
T128,93.35311,58.73053,0.09050933,0.07773195,0.22927952,13.752673,5,15,116,8.341796,82.50491,6.3829055,6.2733545,23.77438,27.503868,0.5699768,0.973684211,0.932700136,0.964426382,0.026315789,0.016583935
T129,312.69016,634.30896,0.25842205,0.25094232,0.6420239,16.873178,6,27,336,55.356922,1151.9498,19.36315,19.5598,517.6409,197.39307,0.36669084,0.953846154,0.914327392,0.954913945,0.046153846,0.03256277
T130,1759.4364,15761.761,1.0261292,0.9876257,0.86773527,102.405655,9,18,1428,454.26816,21097.396,23.326542,18.722858,5335.6377,5032.7915,2.1170483,0.894257703,0.803808328,0.891213508,0.105742297,0.00695936
T131,4.4899273,24.433952,0.08083808,0.07838786,0.037481338,0.23881415,2,2,3,2.9828255,71.190735,7.994377,8.668818,46.75678,23.590714,0.010407641,0.980709877,0.953558346,0.975914613,0.019290123,0.031337584
T132,312.45084,318.55554,0.07638995,0.07638995,0.35110715,29.405659,7,12,336,31.5314,349.35706,8.071846,3.4850075,30.801521,70.51834,0.87830406,0.960648148,0.921455939,0.959109731,0.039351852,0.004673851
T133,1689.0051,2932.4995,0.38696384,0.38169533,1.0435765,157.40988,8,23,1609,224.72853,4134.325,22.022657,19.47205,1201.8258,575.7369,3.8774304,0.952380952,0.923205742,0.959871715,0.047619048,0.006179239
T134,4.1948247,6.9805584,0.0629822,0.0629822,0.019618765,0,2,2,3,0.9277925,12.999183,2.427349,1.8808006,6.0186243,5.1219726,0,0.851717172,0.710524892,0.828518759,0.148282828,0.117039633
T135,3.1406796,2.5376413,0.079048045,0.06779411,0.025998587,0.43516386,2,4,5,1.0358943,14.675855,3.6490793,4.192124,12.138214,2.4668303,0.017998004,0.885686275,0.772608994,0.870591438,0.114313725,0.133243056
T136,3198.6514,8055.3022,0.67761326,0.6814979,1.4477702,278.12314,8,32,2956,484.9819,10963.431,22.513676,20.860153,2908.1274,1543.7225,6.324032,0.953869048,0.913949387,0.954467864,0.046130952,0.018163141
T137,550.92303,3798.2793,0.5229119,0.5364666,1.0469792,27.776842,6,37,424,154.40265,6203.142,22.61759,21.447895,2404.8628,1826.1978,0.58669955,0.950320513,0.922838016,0.95967434,0.049679487,0.009431144
T138,72.84284,67.06298,0.10127551,0.10127551,0.29051942,11.611872,3,20,78,9.165572,131.61435,12.130256,11.758316,64.55137,39.481285,0.33200094,0.837797619,0.715715716,0.833860815,0.162202381,0.028493764
T139,2416.2815,7206.4727,0.5445081,0.522044,1.9964665,187.56372,8,45,2346,417.77325,9617.342,24.919909,23.107134,2410.8699,1546.2053,4.662954,0.923469388,0.850983389,0.918650743,0.076530612,0.048952241
T140,43.208202,45.281006,0.07667543,0.078284875,0.16714363,1.15711,3,5,30,5.241383,72.62821,5.8225017,2.9175878,27.347212,22.145683,0.05404461,0.964262508,0.927141296,0.961907407,0.035737492,0.030226783
T141,9.202283,16.413277,0.050860327,0.050860327,0.031706065,0.40099695,3,1,7,1.4634029,23.784779,1.7916136,1.0501654,7.3715014,12.577111,0.007873557,0.930793651,0.870494418,0.930309479,0.069206349,0.040718838
T142,363.36618,1071.4911,0.22607148,0.22607148,0.44793025,24.369568,6,20,287,68.37081,1304.1538,16.47885,20.154,232.6627,195.46436,0.4875245,0.933080808,0.894392845,0.943499511,0.066919192,0.017348031
T143,435.59592,1129.3707,0.28143317,0.26297906,0.5847155,31.910551,6,14,436,74.892334,1666.517,19.662249,18.984476,537.1462,411.32034,0.731801,0.89673913,0.774544281,0.872907894,0.10326087,0.007252643
T144,758.4358,2599.705,0.32723647,0.32723647,0.6060759,124.34829,7,23,679,116.63793,3009.0474,12.249034,10.248764,409.3423,748.4424,2.4186485,0.876763668,0.778352367,0.87524481,0.123236332,0.006100493
T145,625.63043,1829.7515,0.23529422,0.23634802,0.549285,37.07941,7,23,630,109.74849,2175.7317,15.786053,15.598604,345.9803,324.91852,0.92732507,0.811688312,0.677526842,0.803433872,0.188311688,0.017375533
T146,896.5096,7417.6943,0.96096766,0.9991714,1.2823231,55.942028,7,32,700,259.18936,13992.252,22.109968,19.645044,6574.559,3234.5815,1.1671302,0.95462963,0.925574881,0.961293148,0.04537037,0.017817162
T147,2022.2039,4600.0967,0.49135664,0.48510918,1.7425047,123.20392,8,39,1756,310.5645,6708.49,21.84347,22.939692,2108.3936,1068.7457,2.9297304,0.914122914,0.836344724,0.910861151,0.085877086,0.003439798
T148,2939.1355,7779.0947,0.68718195,0.68718195,2.5074167,253.16995,10,57,2880,450.24048,10656.196,21.844255,22.37934,2877.1028,2810.0037,5.8203597,0.981481481,0.968253968,0.983333333,0.018518519,0.00852582
T149,20.544558,17.017706,0.06287515,0.06287515,0.041125625,1.6896083,4,3,24,2.8752403,32.804947,4.911208,5.2952433,15.787242,5.6328454,0.045597695,0.89869281,0.835631679,0.910438548,0.10130719,0.039833142
T150,299.12085,923.2564,0.4651817,0.45254064,0.51625574,17.804146,6,15,246,50.752213,1305.0499,10.744199,6.8584094,381.79364,409.92117,0.4339194,0.967824074,0.927746015,0.962325677,0.032175926,0.014199837
T151,18.222857,7.618118,0.098104246,0.09359096,0.071719654,4.626638,3,5,17,3.3163946,61.135036,10.846392,10.174133,53.516922,5.8386626,0.15766127,0.969675926,0.936019642,0.966568816,0.030324074,0.006385962
T152,22.985683,143.58649,0.3417009,0.34129864,0.046484023,1.6503508,3,3,24,8.645079,434.00882,2.8806248,3.4369988,290.4223,44.416737,0.023472194,0.821064815,0.708014226,0.82824056,0.178935185,0.035524697
T153,416.42917,2246.3672,0.67692065,0.67692065,1.0974845,22.384129,6,39,359,96.8314,3532.2463,18.428574,16.279097,1285.8794,1249.571,0.5436774,0.994077135,0.990008021,0.994977865,0.005922865,0.04666035
T154,3211.9478,12598.713,0.8110498,0.8025676,1.1013294,208.6957,9,23,2467,607.91595,17567.018,24.989414,24.10407,4968.3057,2280.7178,4.9796743,0.836740741,0.671934668,0.802624315,0.163259259,0.007051794
T155,61.54313,105.09225,0.0893314,0.08354521,0.25446737,5.1524262,6,16,70,9.837248,142.21346,7.1477957,7.379932,37.1212,62.024853,0.117066674,0.971478175,0.942134287,0.970180659,0.028521825,0.004513378
T156,123.600945,329.84158,0.1535744,0.1733428,0.38136363,7.952204,5,22,154,23.86175,523.9367,11.244541,12.162556,194.09514,188.38643,0.15740372,0.923477564,0.831078351,0.906694597,0.076522436,0.004261616
T157,185.74939,311.43777,0.18084666,0.17594679,0.4519656,18.698366,4,26,231,30.337168,561.92694,17.739944,17.875265,250.48914,119.433655,0.36398193,0.751923077,0.515444519,0.679853022,0.248076923,0.014227558
T158,251.97244,483.63205,0.24856327,0.24211879,0.51870465,31.359146,5,20,236,42.222683,938.2725,20.59507,20.513208,454.6404,171.36719,1.1149191,0.950680272,0.90611241,0.950580385,0.049319728,0.069449571
T159,1.5462127,13.237684,0.11894008,0.11894008,0.010032333,0,2,1,2,0.7607071,21.105637,1.0445023,0.7081339,7.867952,10.059942,0,0.94017094,0.889929078,0.940006741,0.05982906,0.095339721
T160,1126.2651,2867.9849,0.38408312,0.39109236,0.6600979,86.63626,8,17,1219,183.1435,4081.86,19.862915,21.480982,1213.8751,554.584,2.0608351,0.885416667,0.824386724,0.903485,0.114583333,0.127566882
T161,340.6624,696.9928,0.19025014,0.18302637,0.6226426,19.688269,5,22,344,54.65859,952.5339,20.30179,16.776886,255.54109,256.01135,0.48063704,0.974747475,0.950716846,0.974396135,0.025252525,0.114439952
T162,1895.489,5459.435,0.37527224,0.36410293,0.8126164,141.7947,8,16,1775,321.5623,6456.5317,21.011152,20.618013,997.09644,711.0945,2.9475157,0.902998236,0.833417338,0.906917434,0.097001764,0.019709986
T163,739.4064,2866.0415,0.5641879,0.5641879,0.94256,59.964695,7,22,598,151.49153,4776.2007,23.074646,25.686813,1910.1587,1148.3302,1.2544284,0.941771337,0.875554366,0.932836455,0.058228663,0.024834193
T164,122.0167,68.56745,0.0935357,0.0935357,0.15536593,25.697262,6,10,145,9.742844,83.18355,6.022415,4.238254,14.616094,13.74955,0.7447488,0.886970173,0.787012987,0.880296896,0.113029827,0.026783764
T165,1089.8293,2616.009,0.29113147,0.29411536,1.0873092,55.884415,9,31,992,179.09702,3343.5002,21.001461,21.269094,727.4913,587.12744,1.3057774,0.856944444,0.695922433,0.820668005,0.143055556,0.119476722
T166,3235.6882,11541.951,0.29692885,0.291098,1.1317472,212.29741,8,31,3048,562.6894,12316.257,23.640755,22.25099,774.30566,2106.7102,5.049071,0.943518519,0.903174603,0.947652954,0.056481481,0.062489474
T167,96.16582,430.08707,1.1620921,1.1620921,0.061741382,5.070502,6,2,91,23.75062,1700.3859,4.25021,1.1976635,1270.2987,93.16278,0.11068285,0.888183422,0.828230786,0.905714153,0.111816578,0.073550634
T168,20.502851,72.42259,0.063483275,0.063483275,0.021654325,0.19152592,4,1,15,4.25425,78.33272,3.6593428,0.6570729,5.910122,14.788476,0.003760603,0.917989418,0.854802738,0.920617052,0.082010582,0.008299602
T169,988.82196,1823.4985,0.55475855,0.55475855,0.86171377,76.316635,7,33,915,136.62317,2350.8816,16.596954,16.34053,527.3831,325.4364,1.8407643,0.946405229,0.899634503,0.946919269,0.053594771,0.017844582
T170,3.212399,17.3165,0.10999215,0.10999215,0.014645528,0,2,1,2,1.435205,47.943325,1.9134359,1.0529279,30.626827,8.414348,0,0.985620915,0.964814815,0.981929182,0.014379085,0.015236498
T171,332.5204,590.32745,0.14220248,0.13898872,0.4326969,46.981464,7,28,390,45.39849,745.67145,19.320293,19.170317,155.34398,154.41875,1.1184547,0.847777778,0.734173977,0.842436094,0.152222222,0.092948854
T172,510.08243,1048.6116,0.26861235,0.25350237,0.8120172,34.283516,6,23,559,82.49384,1526.4564,18.383297,18.438955,477.84488,305.16492,0.75563216,0.978354978,0.958438243,0.978688173,0.021645022,0.005172006
T173,915.99286,2506.9285,0.41456154,0.41456154,0.7594025,72.71875,7,20,793,160.34099,3700.723,19.345346,18.705387,1193.7944,471.60648,1.8233039,0.882304527,0.758345428,0.861542746,0.117695473,0.006317285
T174,1.9243017,10.041414,0.13669714,0.13669714,0.015736012,0.19862765,2,1,2,2.8644524,238.97893,1.1890717,2.9038815,228.93752,9.820298,0.003900045,0.823911631,0.678081059,0.80667789,0.176088369,0.016372634
T175,45.88097,66.158066,0.08182404,0.074038215,0.09560523,2.634114,4,3,44,6.0892878,73.26798,4.8391724,2.2227547,7.1099186,22.432333,0.070024155,0.925462963,0.843205602,0.91430959,0.074537037,0.004132493
T176,21.384027,270.24142,0.2652866,0.2664946,0.0959753,1.7441776,3,2,16,8.926484,410.6762,4.154296,3.2435312,140.43477,213.15686,0.034246847,0.87808642,0.776939859,0.873966955,0.12191358,0.021324923
T177,154.86017,149.40468,0.06766626,0.06766626,0.36584127,36.747814,6,24,181,15.790209,193.25558,8.851468,11.905442,43.850918,65.085526,1.3632336,0.916786917,0.852449232,0.919398262,0.083213083,0.024656849
T178,13.538497,4.7581096,0.044752438,0.044752438,0.076239854,2.7000554,3,11,21,1.3063341,10.590075,3.41263,4.142242,5.8319654,3.24898,0.068481155,0.950232725,0.91108115,0.95320911,0.049767275,0.025793149
T179,691.8447,2143.5234,0.3705588,0.36267045,0.58980757,58.457363,8,29,765,130.58034,3391.1062,24.989508,24.470324,1247.5829,483.81473,1.2319868,0.898989899,0.816764133,0.897822486,0.101010101,0.108556946
T180,1.3660645,4.2200136,0.005,0.005,0.006058258,0.31286737,2,1,2,0.58686703,14.073905,0.49505997,1.25308,9.853891,2.7117999,0.006143137,0.706632653,0.557847321,0.715254237,0.293367347,0.127632952
T181,38.03129,234.71584,0.2503015,0.2503015,0.16431595,0.58397424,3,6,28,12.05712,498.21597,7.424404,4.7207775,263.50015,173.84212,0.019886248,0.978298611,0.956814691,0.977922993,0.021701389,0.031722616
T182,3.744188,20.709848,0.19331414,0.19331414,0.023695553,0.36027312,2,1,2,2.3414435,78.02842,1.9949474,3.2459073,57.318573,16.847095,0.007073946,0.935889105,0.885595632,0.938949294,0.064110895,0.061597213
T183,105.98926,188.75851,0.19500941,0.19500941,0.081137426,15.468624,6,1,129,13.426827,210.95415,5.934128,0.74313325,22.195642,62.507698,0.33190715,0.991111111,0.979166667,0.989247312,0.008888889,0.00792892
T184,10.219582,81.742325,0.14722553,0.14722553,0.08129362,0,2,1,3,3.3290005,101.81521,4.8265753,0.68891954,20.072884,78.02986,0,0.971055089,0.943149505,0.970648088,0.028944911,0.046272702
T185,232.43958,297.25092,0.14280172,0.14235917,0.4639822,13.418663,8,19,247,31.28383,426.44614,14.882502,14.783705,129.19524,93.124985,0.29225835,0.944989107,0.87944664,0.934537588,0.055010893,0.031361422
T186,57.54655,70.93746,0.22653507,0.22517414,0.1623016,2.420835,4,7,53,10.683434,294.531,7.470335,7.0582285,223.59357,30.178267,0.048743848,0.90922619,0.848484848,0.916427615,0.09077381,0.009280405
T187,96.85212,32.680496,0.14069688,0.14031081,0.18046637,52.255882,5,15,122,8.165518,160.56877,14.232561,12.592584,127.888275,26.225353,1.4247868,0.833333333,0.733650897,0.841486291,0.166666667,0.007156195
T188,0.7909461,3.9947453,0.005,0.005,0.003608625,0.104344234,2,1,2,0.5862922,20.403109,0.4114437,0.92227954,16.408363,2.6014385,0.002048794,0.73953824,0.574523178,0.729586075,0.26046176,0.004048514
T189,41.37187,110.87372,0.110605486,0.110605486,0.048328236,1.6585855,5,3,41,7.324886,122.28031,4.0631723,1.7361554,11.406598,24.757595,0.03256625,0.917960663,0.859238964,0.923599737,0.082039337,0.032372373
T190,443.8044,1200.3545,0.27225518,0.26702505,0.7854726,31.17976,6,26,376,79.46663,1771.0533,22.466887,22.83681,570.6989,359.87473,0.7628212,0.932291667,0.891050887,0.94138867,0.067708333,0.010947432
T191,241.33475,217.50867,0.09622767,0.09622767,0.34238517,25.900793,6,14,284,24.309752,255.20099,9.56081,9.726205,37.69232,64.05842,0.7573909,0.965580247,0.930374195,0.963917284,0.034419753,0.017527565
T192,4.753034,17.4035,0.3455035,0.3455035,0.035096034,0.66317487,2,2,4,3.775865,473.56558,2.1764812,1.6182256,456.16208,13.798761,0.013021409,0.861904762,0.740118577,0.84887218,0.138095238,0.003107512
T193,361.93738,328.9695,0.14385666,0.13957328,0.44383135,61.01076,7,24,395,38.224888,481.9227,20.38108,17.793442,152.95317,98.90535,1.2751921,0.9477657,0.916787241,0.956463126,0.0522343,0.004468567
T194,1733.7314,5821.9023,0.65932375,0.76981235,1.3836476,114.78942,7,33,1494,321.93893,9105.201,23.89664,23.26569,3283.2998,1667.1688,2.7353117,0.977920228,0.95488856,0.976884921,0.022079772,0.007676609
T195,83.30999,213.76202,0.100641005,0.100641005,0.29686442,6.144457,5,25,101,16.93111,325.82385,14.067003,13.281003,112.06182,119.594795,0.11513276,0.761421911,0.510357726,0.67477491,0.238578089,0.013727575
T196,159.56177,281.83383,0.09723205,0.09723205,0.6822956,15.750369,4,64,210,24.441092,396.83685,12.502187,20.540754,115.00302,174.30481,0.45045024,0.809027778,0.691851852,0.813064805,0.190972222,0.059440006
T197,437.366,1083.1625,0.33943218,0.33325428,0.63387144,37.765903,6,18,373,74.8943,1961.0848,19.401133,17.208044,877.92236,409.79605,0.8418509,0.938596491,0.887531864,0.940135641,0.061403509,0.018776439
T198,1400.3008,1560.5597,0.22229114,0.20605586,0.91091645,361.4195,9,40,1477,132.72041,1886.4062,22.895224,17.187428,325.84677,443.1789,8.132108,0.86,0.797689076,0.88204157,0.14,0.033272674
T199,321.21057,2128.8406,0.45878458,0.46189952,0.52978325,20.399214,6,17,252,87.59625,3352.36,16.155237,11.182653,1223.5192,931.17206,0.39037925,0.915140415,0.852499129,0.919158325,0.084859585,0.122454758
T200,32.02827,118.431496,0.09256582,0.09256582,0.09096382,3.4095736,4,4,33,6.677486,168.68263,4.4141455,1.9483798,50.25115,67.57777,0.07671365,0.903472222,0.833411757,0.908687381,0.096527778,0.073078976
T201,1253.6305,2692.6604,0.27548432,0.2697736,0.73000365,75.2636,8,20,1355,192.01054,3294.3198,19.23728,19.105585,601.65967,421.15048,1.8107759,0.806122449,0.699354756,0.823009269,0.193877551,0.003453945
T202,18.505915,4.846947,0.029561033,0.029561033,0.043325152,2.927814,3,4,16,1.2724421,6.8819485,2.8882847,3.139731,2.035001,1.312451,0.15968625,0.927460317,0.866600977,0.92848737,0.072539683,0.034526187
T203,34.88298,35.317657,0.06915236,0.06915236,0.07359045,1.5463862,4,1,27,4.0741982,42.537807,5.25177,2.8772278,7.2201476,13.72718,0.030363226,0.883068783,0.797920007,0.887478778,0.116931217,0.030452993
T204,61.19921,118.413864,0.2964386,0.25421563,0.24809067,4.772068,4,21,72,12.553301,280.1767,10.836265,11.120365,161.76283,69.84638,0.09996148,0.933333333,0.880641775,0.936509815,0.066666667,0.091649244
T205,1192.2814,4965.411,0.6120897,0.6428128,1.4544679,83.76946,8,42,1120,223.99641,6741.6514,16.491198,13.796494,1776.2402,1772.7863,2.0681655,0.902857143,0.857776853,0.922943723,0.097142857,0.044907735
T206,5.8259563,74.32101,0.28070787,0.28070787,0.03286179,0.35393095,3,2,6,2.364798,98.57692,1.1301517,0.39193907,24.255913,66.018906,0.006949418,0.717094017,0.519584251,0.67870838,0.282905983,0.013633753
T207,123.334274,670.1852,0.6960318,0.6960318,0.8089825,26.67039,4,81,144,37.4303,1853.2251,19.114204,18.747797,1183.04,566.7702,0.6237557,0.979020979,0.949372057,0.973986102,0.020979021,0.012577764
T208,13.983644,22.434143,0.12491126,0.12491126,0.04435757,1.1154861,3,1,12,2.6699517,53.768963,3.3565845,1.960279,31.334822,10.460713,0.021902518,0.994152047,0.986666667,0.993197279,0.005847953,0.001925094
T209,1719.5336,4062.5872,1.0150145,1.0150145,0.94600886,276.07367,9,16,1501,264.61343,7670.2866,22.59279,20.641766,3607.6992,753.659,4.1820416,0.873148148,0.749503968,0.856638457,0.126851852,0.03781385
T210,713.9444,1963.5394,0.3806139,0.38613802,0.99843353,70.477615,7,21,736,124.16074,3020.2937,18.13804,16.97937,1056.7545,603.9507,1.6456358,0.740079365,0.623684211,0.760558168,0.259920635,0.011351881
T211,210.74976,362.63507,0.13526277,0.122985825,0.36635,11.828685,6,26,237,30.410364,443.76782,10.393127,9.417445,81.132744,110.584274,0.2765111,0.844671202,0.7370194,0.84610814,0.155328798,0.037938931
T212,68.47992,35.16667,0.0774923,0.0774923,0.17279261,18.993715,5,12,87,5.798347,66.908195,7.805834,7.760667,31.741518,23.941692,0.6633711,0.892914654,0.819930668,0.900476007,0.107085346,0.131672758
T213,558.50446,1079.5854,0.21717049,0.21255669,0.7192734,40.668896,7,31,607,86.042854,1523.6827,22.881403,22.355974,444.09747,262.6061,0.9380789,0.82962963,0.636853887,0.777452688,0.17037037,0.022409921
T214,41.677635,72.4119,0.2050694,0.2050694,0.098973826,4.272172,4,3,39,7.4471254,168.91318,5.0883255,3.7379823,96.50129,34.15184,0.09341806,0.87037037,0.793290043,0.884585219,0.12962963,0.007695434
T215,37.614624,7.94875,0.034065295,0.034065295,0.11387335,15.141486,3,6,50,1.8649323,10.023842,3.8167768,2.808018,2.0750906,4.1295114,0.44541925,0.867424242,0.799906629,0.888258577,0.132575758,0.022055102
T216,348.25528,916.34973,0.24772075,0.24212268,0.5320239,28.803005,7,20,381,63.682125,1388.7205,18.05505,18.43336,472.3707,305.57538,0.78049856,0.931216931,0.883155685,0.937871195,0.068783069,0.066478693
T217,8.389786,19.474953,0.08261616,0.08261616,0.030154195,0.4211435,3,2,10,1.3825303,20.973251,0.8499942,0.2794977,1.4982978,8.575494,0.008269133,0.976140351,0.957244009,0.978103823,0.023859649,0.004091707
T218,14.874057,18.181955,0.06648061,0.06648061,0.048730735,1.8200624,5,3,16,2.0017266,23.968346,2.5905132,1.7444103,5.786391,9.55255,0.041676752,0.892283951,0.829401319,0.90663904,0.107716049,0.101136996
T219,46.29078,82.334885,0.16717139,0.16582341,0.22615646,6.6181893,4,24,64,10.742027,269.81033,15.097229,15.186224,187.47543,68.55858,0.16768909,0.631944444,0.326710921,0.488619842,0.368055556,0.09980205
T220,747.1139,1133.7754,0.194919,0.18832977,1.0086843,66.920044,7,27,639,97.65461,1369.0459,17.235945,15.662758,235.27052,286.43372,1.592126,0.75,0.652777778,0.78974359,0.25,0.00629819
T221,2140.5942,9108.47,0.7414625,0.80215245,1.2980205,144.28203,8,32,1943,427.86023,12477.469,21.92625,25.754765,3368.9998,2573.3743,3.1819055,0.934294872,0.891452991,0.94244898,0.065705128,0.003966219
T222,164.56464,502.01575,0.5157394,0.5157394,0.16552863,8.15787,5,3,139,29.621407,727.0413,8.266493,1.0771632,225.02563,141.981,0.16194762,0.905555556,0.817353832,0.899364641,0.094444444,0.096365475
T223,291.9271,786.79395,0.48643103,0.48643103,0.52832294,23.105635,5,12,227,50.38919,1665.1561,11.121509,5.921051,878.362,417.19397,0.6219822,0.77483833,0.629551366,0.771830909,0.22516167,0.070947757
T224,354.07693,872.5193,0.18527608,0.18288015,0.599458,28.624542,6,23,391,59.904697,1125.8722,19.260187,17.25672,253.35275,268.66092,0.64936936,0.863768116,0.780357375,0.875103099,0.136231884,0.022168221
T225,6.489426,7.1714306,0.0843029,0.0709348,0.060286626,0,2,1,2,1.6654493,24.864357,3.8231115,4.262864,17.692926,6.6378345,0,0.736111111,0.630244755,0.770445344,0.263888889,0.010043399
T226,263.07516,2596.2202,0.5055639,0.5055639,0.29625463,12.846903,7,8,252,86.69811,4433.7964,16.66374,13.323583,1837.5759,820.3758,0.25716764,0.913194444,0.831914345,0.905059606,0.086805556,0.027767912
T227,24.661644,8.707111,0.031832565,0.031832565,0.07727747,6.9459524,3,4,23,1.795788,11.3898,4.465271,4.061312,2.6826892,2.7478545,0.1608635,0.960982373,0.927887151,0.962585437,0.039017627,0.069115923
T228,441.56146,685.24414,0.2257962,0.22111303,0.78731185,25.131231,8,24,420,64.03996,1044.7466,17.10339,16.677029,359.5024,206.18651,0.5285866,0.937435897,0.8774705,0.934464748,0.062564103,0.020205843
T229,267.07428,792.12604,0.18897447,0.22496685,0.6598539,27.145784,5,31,267,42.734707,1088.509,12.027191,11.215504,296.3831,467.6843,0.78984237,0.902777778,0.814259337,0.895096817,0.097222222,0.003114812
T230,41.89729,182.07744,0.050907787,0.050907787,0.08992669,2.9243686,5,6,35,8.731595,196.69675,4.8439074,3.2175448,14.619279,80.246704,0.06588153,0.954655248,0.907851973,0.951690551,0.045344752,0.012129982
T231,8.523448,24.530931,0.12045295,0.12045295,0.027420197,0.620889,3,1,8,2.5257711,81.15703,1.7115002,1.7930827,56.626102,14.624323,0.012191127,0.890013495,0.792916175,0.883293043,0.109986505,0.054771282
T232,456.48517,973.02814,0.37613896,0.37613896,0.4288047,93.93392,8,19,471,63.50276,1350.4723,20.529995,19.2078,377.44406,280.15042,1.7751627,0.980080526,0.964172018,0.98173803,0.019919474,0.008464559
T233,1268.7241,1888.8005,0.23475048,0.23475048,1.6133447,149.97401,7,63,1268,151.8044,2189.0068,20.139862,28.011215,300.2059,536.30896,4.6288085,0.978750776,0.96020413,0.979681852,0.021249224,0.009472716
T234,506.63446,1556.756,0.23281899,0.23281899,0.7626716,42.093533,7,30,494,93.79536,2128.3398,16.466873,17.462837,571.58356,513.67285,1.058527,0.972348485,0.949373984,0.973846997,0.027651515,0.028007167
T235,18.924944,8.134133,0.035103563,0.035103563,0.049160615,4.040686,3,5,24,1.5491289,10.9532995,3.52252,3.0540137,2.8191657,3.1751058,0.13556364,0.983604158,0.964634337,0.981941299,0.016395842,0.02583146
T236,687.0777,1329.4928,0.75069964,0.75069964,1.1807072,51.45919,7,52,623,99.7206,2526.3096,21.21274,28.034363,1196.8168,546.55664,1.3832476,0.929399256,0.880836842,0.936380604,0.070600744,0.073666406
T237,142.23132,357.499,0.14081168,0.13654102,0.43977046,17.630964,5,45,204,24.117167,486.8604,11.087958,11.534676,129.3614,184.15535,0.5523049,0.943599034,0.896377076,0.945272874,0.056400966,0.00284135
T238,1816.2255,4658.5693,0.45369565,0.43752065,1.0191407,129.12193,8,26,1727,292.0522,6171.832,22.67799,21.360773,1513.2623,815.0985,3.1593206,0.907720588,0.833391693,0.90908682,0.092279412,0.013968503
T239,59.67206,149.90419,0.08425421,0.08425421,0.09949898,5.50759,4,5,64,9.9091015,160.12688,4.3701897,2.6373572,10.222696,34.416874,0.13115533,0.758333333,0.571895425,0.717730496,0.241666667,0.021536031
T240,6.245947,17.46495,0.060887016,0.060887016,0.04371372,0.5285337,2,3,5,1.4881828,25.728199,1.1870022,1.5988805,8.263248,14.031925,0.010377735,0.792084727,0.636652326,0.77425933,0.207915273,0.003412667
T241,106.62847,176.28035,0.30753064,0.30753064,0.10854761,7.6216416,4,2,78,16.298357,339.74133,7.783386,4.1889186,163.46098,39.492447,0.18842666,0.880504459,0.829064543,0.906504253,0.119495541,0.092073255
T242,246.13399,466.66818,0.101546496,0.101546496,0.7099121,29.233873,6,46,286,35.27031,548.3691,12.202545,12.156276,81.70092,235.34111,0.74045616,0.912271062,0.855713451,0.921242407,0.087728938,0.127746823
T243,52.82454,105.39284,0.097486265,0.097486265,0.11693805,2.1846547,4,1,48,7.512327,125.704094,6.8879595,0.85658747,20.311256,58.255737,0.05772251,0.968939394,0.93132943,0.96413212,0.031060606,0.074747655
T244,9.047263,105.98576,0.5518298,0.5906658,0.06383832,0.31555945,2,4,7,12.40713,1361.2755,5.5538635,5.5734186,1255.2898,91.72166,0.006195996,0.918710517,0.820373045,0.900141565,0.081289483,0.068722257
T245,26.073648,9.339235,0.0352251,0.0352251,0.16195971,7.5525694,3,21,41,2.184187,19.222496,4.9551964,5.5345426,9.883262,7.178091,0.17784165,0.981764069,0.957241085,0.978050654,0.018235931,0.008564706
