sample,BranchLength,BranchVolume,DBHcyl,DBHqsm,LengthBranchOrder,LengthCylDiam,MaxBranchOrder,NumberBranchOrder,NumberBranches,TotalArea,TotalVolume,TreeHeight,TrunkLength,TrunkVolume,VolumeBranchOrder,VolumeCylDiam,PA,IoU,DSC,MSE,NHD
T1,546.2254639,3587.162842,1.539574027,1.539574027,2.02524066,44.48899841,5,45,297,263.8605347,36516.50781,64.08739471,71.59991455,32929.35156,2573.935059,0.863269448,0.944356149,0.833276292,0.905438779,0.055643851,0.016849721
T2,13.05033398,10.47434902,0.17290625,0.163566664,0.127753034,2.950161457,2,5,6,6.725804329,179.4947205,14.81779671,17.98008347,169.0203705,10.43626213,0.057926282,0.765289256,0.559272472,0.716925272,0.234710744,0.110591069
T3,28.18949509,55.93358612,0.152338877,0.142810628,0.170772329,6.305523396,3,8,16,6.632926464,122.5438461,13.66921425,14.06170654,66.61025238,44.00122452,0.161960751,0.691666667,0.458865095,0.627564725,0.308333333,0.183517345
T4,153.4837341,1422.731934,0.766646504,0.766646504,0.478016496,57.67424774,6,19,92,44.88822556,3469.363525,25.00662613,24.46812439,2046.631592,757.5197144,0.945915341,0.789927494,0.613015061,0.758537207,0.210072506,0.121436952
T5,390.8973999,1449.855225,0.691430032,0.712546229,1.299964547,24.92169189,8,33,245,121.864769,8682.929688,44.80761719,45.10997009,7233.07373,1072.615479,0.660104036,0.803284461,0.552688303,0.710519785,0.196715539,0.016974928
T6,97.84929657,358.256012,0.76970911,0.76970911,0.521234453,9.660906792,4,23,71,57.55070496,5104.561035,36.10842514,34.71642685,4746.305176,277.4747314,0.217719644,0.904291593,0.81023439,0.895001357,0.095708407,0.114744755
T7,767.4428711,4545.458984,1.327962756,1.327962756,2.477798223,35.33947754,7,50,352,254.5178833,25888.24609,55.52439117,53.3717041,21342.78711,3428.351563,0.821452916,0.88859127,0.718049551,0.82880696,0.11140873,0.04185595
T8,10.05402279,40.73313141,0.145919055,0.135123163,0.092540629,2.498933077,2,6,7,6.243277073,164.789978,13.76639271,14.56653404,124.0568542,39.53125763,0.052366618,0.842577031,0.722903824,0.8383234,0.157422969,0.031275455
T9,8.661581039,5.041138649,0.129707307,0.115892038,0.031934291,1.365774393,4,3,11,5.118198395,111.910965,16.04157448,16.8592453,106.8698273,3.123324871,0.043428686,0.853703704,0.732543554,0.83924599,0.146296296,0.097484493
T10,218.3316803,607.5906982,0.575896919,0.626611412,0.600618482,16.27254105,5,17,116,69.54930878,5034.53418,43.82965088,43.11679459,4426.943359,475.0715027,0.567615688,0.777486991,0.566479027,0.722108904,0.222513009,0.096737651
T11,442.5231628,959.2943726,0.714108765,0.714108765,1.981646299,78.17434692,5,41,217,128.8561096,12982.33887,56.35816574,56.17127991,12023.04297,700.5834351,2.159547806,0.918898654,0.778037776,0.87153902,0.081101346,0.050493013
T12,35.89074707,40.81757736,0.231899917,0.235392258,0.158266112,4.676568031,4,9,21,13.76189899,436.6604004,25.59219933,23.82561493,395.842804,23.75646973,0.143395126,0.889016603,0.782009873,0.87763417,0.110983397,0.136889912
T13,68.21656036,29.80853271,0.197854653,0.187225997,0.141747594,10.99110413,4,3,33,8.365343094,179.7818756,14.14975548,11.82767296,149.9733582,17.76973724,0.448113263,0.809074074,0.657815266,0.790000923,0.190925926,0.100102627
T14,124.526413,750.8398438,0.524406612,0.51802367,0.610768259,7.989184856,4,23,65,49.51673508,3039.63916,24.43832016,25.49643707,2288.799316,518.3623657,0.209820703,0.777056277,0.551328722,0.708634734,0.222943723,0.143360618
T15,86.19778442,96.27076721,0.103628673,0.103628673,0.41387096,12.79032326,4,13,45,12.88091373,189.2684174,17.38848305,16.38996506,92.99765778,57.90522385,0.269261479,0.755437978,0.568820507,0.719727528,0.244562022,0.106486149
T16,123.225029,380.26651,0.488489479,0.464661926,0.4845016,15.07741737,4,14,64,51.50892639,3600.911133,38.09718323,38.37318039,3220.644775,269.4427185,0.483107924,0.80308005,0.599342007,0.748705744,0.19691995,0.02836122
T17,93.6299057,82.43359375,0.311086804,0.311086804,0.138337448,4.691856384,8,5,72,27.50699615,1199.083862,32.9879303,33.69459534,1116.650146,18.75329399,0.180606976,0.761359571,0.482683968,0.649206678,0.238640429,0.012570114
T18,179.5086212,763.8117676,0.785615146,0.785615146,0.87315017,29.74167824,5,32,99,76.59285736,6678.962402,39.23812866,39.67879486,5915.150391,630.2070313,0.452341139,0.827030303,0.636107476,0.776963878,0.172969697,0.1806306
T19,112.3339462,830.6933594,0.560347319,0.53707546,0.736989081,13.50506592,4,39,75,67.63903809,5271.830078,39.39481354,39.33468246,4441.136719,683.7056885,0.302734852,0.779683306,0.536690103,0.695819117,0.220316694,0.106900957
T20,92.07643127,233.3746185,0.32559073,0.326969594,0.410559416,14.82956314,3,22,61,27.26119995,1125.4375,24.62812805,23.15400505,892.0628662,179.8181,0.315285861,0.85308255,0.747086826,0.85336419,0.14691745,0.091309395
T21,657.0076904,1675.645386,1.257697344,1.257697344,1.143377185,39.70676422,7,32,404,148.5073853,11014.92871,36.03036499,35.67181015,9339.28418,765.8568726,1.184057593,0.891286692,0.806152866,0.891611804,0.108713308,0.031467046
T22,83.75593567,492.946991,0.454190642,0.442328095,0.491140813,3.860753059,3,17,38,41.66773224,2288.552246,32.9397583,31.81892967,1795.605347,403.7049866,0.106897049,0.854669569,0.725128286,0.839867877,0.145330431,0.117353902
T23,262.8613892,1424.702393,1.154546618,1.154546618,1.026977062,32.25065231,6,40,156,157.5191498,22147.04297,53.23229599,52.54284668,20722.33984,1069.250366,0.653681636,0.884403686,0.671587812,0.802916693,0.115596314,0.145408276
T24,400.1228027,2082.447754,1.014269233,1.014269233,1.682337761,84.78031921,5,55,252,152.3956451,16846.98828,55.65070343,52.65669632,14764.54297,1605.209717,1.271515965,0.750657061,0.471121093,0.634522932,0.249342939,0.069713904
T25,5.71783638,35.35868073,0.295356214,0.279241353,0.047320336,0.225935906,2,3,4,17.08027267,858.918457,28.70612907,29.38283157,823.5598755,31.27562141,0.004436241,0.880867347,0.759496455,0.862487338,0.119132653,0.100386896
T26,20.86693764,26.3425312,0.130548358,0.11712268,0.174651444,2.117961645,2,8,12,4.877416611,85.65411377,11.29712677,9.744824409,59.31158447,23.77023125,0.03525126,0.829692941,0.746487431,0.854453889,0.170307059,0.163175304
T27,108.8275146,1482.307251,1.251041055,1.251041055,0.441819608,63.44277191,7,18,48,80.41719055,10362.67578,47.5759964,44.71009064,8880.370117,936.5780029,0.695609689,0.865346138,0.702793302,0.825039339,0.134653862,0.041501773
T28,190.4667816,414.5414734,0.616283536,0.551043212,0.514536917,20.6869278,8,18,90,53.97903442,3445.366943,32.49261475,31.69178963,3030.825439,261.1138916,0.651438475,0.861659664,0.702144091,0.818308995,0.138340336,0.063671835
T29,6.429887772,15.49193764,0.200951457,0.196354687,0.06060423,0,2,1,2,3.191348314,114.6931839,5.61492157,3.711552858,99.2012558,15.32043552,0,0.670216049,0.465991431,0.617521912,0.329783951,0.210287393
T30,41.75086212,44.97454834,0.450916976,0.450916976,0.260072768,3.855187178,3,11,24,12.983284,522.977478,21.09077835,18.75339508,478.0028992,36.76123047,0.097072884,0.728205128,0.453002483,0.619252025,0.271794872,0.153807413
T31,195.7640381,331.5509949,0.23195383,0.23606801,0.614984572,17.66621971,4,18,128,31.90111732,745.4798584,18.41264725,15.66339302,413.928833,180.8767853,0.524334073,0.745791246,0.502407753,0.668250176,0.254208754,0.021522164
T32,13.3164053,61.61188889,0.24590449,0.268724442,0.101833507,1.330631018,3,6,8,8.946969032,464.7468872,13.23786926,13.06648064,403.1350403,56.1632843,0.033750139,0.773965142,0.659804567,0.790274988,0.226034858,0.157033201
T33,20.5167923,62.21394348,0.406878531,0.415126324,0.12791881,2.638033628,3,7,12,28.21145058,2024.943115,29.6087265,30.18839645,1962.729126,47.32216644,0.058547504,0.811374096,0.619691781,0.763868755,0.188625904,0.139625856
T34,7.586544991,39.74976349,0.291601121,0.289792061,0.071081303,1.074598193,2,8,9,18.65631866,960.7665405,29.42069435,30.12556458,921.0167236,39.31622314,0.021100936,0.791891892,0.623896412,0.767371078,0.208108108,0.130566091
T35,14.29955864,8.066773415,0.123871356,0.114051357,0.06997446,5.592178345,2,5,8,3.58743,72.29129028,11.6253643,10.29216671,64.22451782,6.084895611,0.083665349,0.717687075,0.504401481,0.667004522,0.282312925,0.194329994
T36,1890.723999,8620.461914,1.277295828,1.277295828,1.952822924,103.0209351,8,34,1145,535.7105713,54683.68359,64.08218384,67.55397034,46063.23047,2556.275391,2.296686649,0.945342852,0.849553252,0.917848298,0.054657148,0.04986313
T37,92.06817627,180.3571014,0.418847501,0.418847501,0.439872086,8.441906929,4,18,56,30.72300911,1433.725098,24.76100731,24.79820633,1253.368042,117.8676987,0.212222978,0.91984127,0.836092821,0.910283936,0.08015873,0.066506853
T38,723.0704346,4736.00293,0.903396666,0.903396666,3.382341862,37.22970963,6,61,268,296.6929932,31149.8457,70.16210938,71.91668701,26413.8457,3325.927002,1.03619206,0.891636225,0.761324317,0.860539472,0.108363775,0.072228014
T39,8.16783905,54.30807114,0.153635621,0.147423655,0.081027754,0.350839913,2,5,6,7.090932846,212.6552124,13.39481544,13.83976364,158.3471375,53.75775528,0.011419752,0.779861111,0.627022036,0.770497856,0.220138889,0.112450405
T40,12.75991631,40.90591812,0.695621431,0.695621431,0.119896621,0.338565916,2,5,6,7.853829861,637.7207031,8.844900131,9.232902527,596.8146973,38.41159439,0.006647727,0.851037851,0.797337885,0.886122808,0.148962149,0.085296791
T41,88.59699249,274.4069824,0.388129026,0.362538308,0.352927804,11.7535944,4,14,46,29.61254501,1404.445313,26.0744133,23.47865105,1130.03833,201.1689911,0.227609903,0.675760582,0.475542534,0.635027278,0.324239418,0.05711162
T42,269.7341614,633.9985962,0.438494772,0.42997247,0.82649368,36.43835831,5,30,132,63.83703613,2927.268555,32.39666367,31.5555172,2293.27002,346.512085,0.913665533,0.835769981,0.677247352,0.805891002,0.164230019,0.10962498
T43,43.69199753,51.34636688,0.168956041,0.163747773,0.2659868,14.12695789,4,20,30,10.53334045,257.7537231,19.44049072,19.16082382,206.4073334,45.07889557,0.233168334,0.843589744,0.654319418,0.790311436,0.156410256,0.049510469
T44,18.47249031,8.4722929,0.13041091,0.1301523,0.166757047,2.069706202,2,12,14,6.005381107,135.3767548,16.16338921,16.19333076,126.90448,7.874177456,0.08787933,0.893076923,0.768642469,0.866408586,0.106923077,0.085095415
T45,16.08761024,18.17547035,0.194893166,0.194893166,0.070602566,1.23463273,3,3,11,6.494953632,158.4166412,15.09705353,16.57290459,140.2411652,10.02864838,0.032042187,0.85952381,0.746837616,0.849664957,0.14047619,0.028302069
T46,111.2939758,290.2593079,0.306512356,0.308873624,0.278623015,11.53383923,7,14,97,36.84221649,1531.589355,29.91288567,28.9051342,1241.329956,135.9536438,0.199842274,0.858184524,0.690163495,0.808625362,0.141815476,0.038269672
T47,112.3063736,593.9732056,0.376483083,0.394572318,0.613688707,14.18670082,4,18,59,56.7814827,3329.663818,39.18554688,38.11775208,2735.690674,461.0922546,0.187681198,0.858012094,0.702606319,0.822974303,0.141987906,0.031617811
T48,271.0419617,1539.419312,1.874106884,1.874106884,0.988962948,15.65112877,6,29,146,163.7402954,27436.94336,53.42725754,56.45844269,25897.52539,1209.097412,0.379004031,0.877784447,0.712777504,0.827104834,0.122215553,0.047986386
T49,30.38506126,71.32626343,1.082832694,1.082832694,0.142691016,4.582692146,4,9,26,14.87551403,2376.293457,12.60828114,13.29492378,2304.967285,61.3813324,0.1014385,0.748148148,0.650909091,0.788359788,0.251851852,0.061834827
T50,456.1203613,1794.924561,1.159697771,1.159697771,1.567026973,61.22933578,5,34,219,155.5800934,24297.94336,54.8453064,56.08353806,22503.02148,1498.702881,1.923599958,0.858878724,0.674601341,0.804264497,0.141121276,0.079355367
T51,16.12854767,40.32909012,0.311691552,0.311691552,0.148526147,0.572723746,2,4,5,8.745635986,498.256012,12.91594124,14.4403553,457.9268799,36.46658325,0.011245403,0.79248366,0.674145299,0.795298459,0.20751634,0.043593733
T52,8.729534149,27.10679245,0.115128785,0.112549104,0.064770386,0.831469059,2,5,6,4.638155937,102.2585297,11.48165512,11.67304707,75.15174103,23.73494911,0.02050647,0.704081633,0.423737758,0.594937079,0.295918367,0.037273564
T53,9.043148994,15.41834068,0.125092492,0.121675991,0.061614707,0.503124297,2,3,4,4.536601067,105.2112427,11.31509399,11.45868206,89.79290009,14.15315628,0.019310597,0.911564626,0.855026455,0.921813818,0.088435374,0.087137865
T54,21.42469215,132.7381439,0.32955274,0.32955274,0.161385551,3.13786602,3,7,13,9.283493996,409.548584,12.69821835,13.10858536,276.8104248,129.1588135,0.075763755,0.743421053,0.592917133,0.74389355,0.256578947,0.191261883
T55,108.89431,311.3608398,0.530828416,0.530828416,0.481713384,12.8401413,4,15,52,52.00062561,3817.996826,36.02648926,36.21543503,3506.635986,211.370575,0.348826319,0.78906411,0.543626972,0.703724819,0.21093589,0.14723976
T56,11.46671867,38.43828583,0.129867002,0.126689851,0.066145107,0.944166899,3,7,13,5.949502945,137.4550171,13.37975979,13.73823071,99.01674652,31.31712151,0.024756212,0.858076564,0.781026147,0.875294726,0.141923436,0.166120425
T57,22.58045959,19.10867691,0.123520367,0.117829047,0.14674598,2.367124319,3,10,18,4.652152538,86.95485687,11.27565384,9.940241814,67.84619141,14.85984993,0.076534122,0.855867347,0.749633815,0.856613688,0.144132653,0.118588095
T58,43.51615524,76.35407257,0.245655552,0.257558584,0.278368592,6.502999783,3,11,20,15.25280094,532.3954468,22.09784698,21.89930534,456.0413818,52.93086624,0.107671887,0.870039683,0.781838467,0.877166667,0.129960317,0.059339579
T59,13.1317215,37.17595291,0.17437768,0.182791039,0.123055764,0.377649307,2,6,7,8.021949768,266.966095,13.77840424,14.36181068,229.7901459,36.9597702,0.017859487,0.75199362,0.550798032,0.709584446,0.24800638,0.182030354
T60,23.12980843,37.21181488,0.148837239,0.142051533,0.18070589,2.129527569,2,9,10,6.654810905,135.6375275,10.86268806,13.63136959,98.42571259,35.51660538,0.059464913,0.83744856,0.716036904,0.832506296,0.16255144,0.08890345
T61,16.12335777,283.6296387,0.313768119,0.313768119,0.153174192,0.51598227,2,8,9,13.97132492,643.1922607,15.48174667,17.31757927,359.5626831,282.8305054,0.012911496,0.824057971,0.679354705,0.808230052,0.175942029,0.149979808
T62,19.64669037,42.50438309,0.161651582,0.154051408,0.15279147,1.442703247,2,8,15,9.465168953,261.3621216,18.39632797,18.9557476,218.8577576,36.60598755,0.028327413,0.837301587,0.694928775,0.816091143,0.162698413,0.121657655
T63,105.8362427,122.6212387,0.404952228,0.403454542,0.438087314,31.33171654,4,16,58,34.23736572,2074.939941,34.48825836,33.56611633,1952.318604,87.53165436,0.917444348,0.761423384,0.448090948,0.618489202,0.238576616,0.01373335
T64,5.791884422,19.98458672,0.260685593,0.257068604,0.038012668,1.083418369,2,3,4,11.96938324,506.787262,22.85357285,23.40603447,486.8026733,11.10165787,0.029809957,0.688045977,0.302508662,0.462065109,0.311954023,0.152800614
T65,1070.813477,3614.725098,1.53171885,1.53171885,2.883100033,87.98987579,6,79,563,334.3592224,49891.91016,55.7532959,61.91938782,46277.18359,1940.954834,1.96841085,0.710793836,0.436284691,0.600988353,0.289206164,0.055458942
T66,16.21650696,141.9629211,0.28506273,0.28506273,0.084582187,0.273849219,3,1,6,5.848773956,261.9458008,6.414018631,2.182768822,119.9828873,136.180069,0.007389297,0.767901235,0.643031623,0.782391482,0.232098765,0.044656293
T67,11.63860321,20.15591812,0.129576921,0.122686997,0.084506012,0.770495236,2,3,6,3.776203156,87.17487335,12.0285244,8.780990601,67.01895142,19.53973961,0.016951067,0.846666667,0.702508961,0.824242424,0.153333333,0.033052442
T68,29.11222076,89.72122955,0.299338311,0.293620974,0.240666509,0.669804931,3,8,11,18.79409218,966.74646,23.34321976,20.75393677,877.0251465,80.62234497,0.03609411,0.892320261,0.812077748,0.895545171,0.107679739,0.124066597
T69,40.6260643,166.7899323,0.147662386,0.147662386,0.250281841,3.875574827,3,7,16,11.96015358,308.4102173,10.02139091,12.00042915,141.6203003,126.2181931,0.101116925,0.644444444,0.512850242,0.676328502,0.355555556,0.164830918
T70,112.3221741,993.3060913,1.225550294,1.225550294,0.780296862,32.1548233,4,31,68,138.2471619,22290.33203,61.2586174,61.03330231,21297.02539,915.9921875,0.494787574,0.941774201,0.842262486,0.913465495,0.058225799,0.103272457
T71,303.0967407,1414.151001,0.494694501,0.486698747,1.47714293,18.72227287,6,40,162,93.83106995,4804.62207,41.30104828,39.34275818,3390.470459,1119.209961,0.561217427,0.765468092,0.595014423,0.745222638,0.234531908,0.024359202
T72,36.46145248,87.45943451,0.309710562,0.299199909,0.164513916,3.455464602,3,7,15,13.22267914,623.161377,16.24541473,11.1726532,535.7019653,48.57927322,0.069188356,0.842335391,0.762871771,0.864450832,0.157664609,0.079513718
T73,74.57507324,293.9238586,0.470688254,0.459831953,0.540711641,12.80203152,3,27,44,50.01596832,3863.672852,40.85386658,40.3751297,3569.748779,263.3182373,0.409353346,0.754696197,0.48163697,0.6499898,0.245303803,0.107215427
T74,20.99161339,22.38285065,0.132162035,0.121876195,0.132148564,1.924376965,2,6,10,5.202249527,92.48968506,12.65899944,12.92303562,70.10682678,15.81510448,0.051951509,0.90244709,0.833403994,0.909053045,0.09755291,0.062167299
T75,5.833865643,7.523104668,0.74747628,0.74747628,0.054065417,0.780816913,2,3,4,12.68528461,1059.480591,19.31769562,20.91747665,1051.95752,7.440121174,0.020512896,0.777146465,0.621045621,0.750746235,0.222853535,0.17927906
T76,261.6526184,468.3373718,0.566099942,0.566099942,0.67174691,56.85526276,6,20,146,79.36191559,5813.839844,49.18312073,47.81110001,5345.501953,243.4496002,1.036198139,0.760169655,0.530516054,0.687782581,0.239830345,0.03508492
T77,17.69230461,57.47703934,0.144787818,0.141370878,0.152437076,1.00795579,2,11,13,6.080690861,143.6859436,11.1517868,10.39929485,86.20891571,46.00888824,0.02194632,0.798611111,0.661693122,0.795151706,0.201388889,0.073417829
T78,17.92214584,12.3157692,0.023137748,0.023137748,0.062794931,0.595068932,4,1,6,1.74418354,13.78088093,5.182534218,1.224734426,1.465112209,5.720607281,0.011684151,0.672487745,0.513899332,0.666012936,0.327512255,0.242434796
T79,43.22682571,145.5218964,0.266114801,0.263451219,0.310996383,7.323989868,3,8,17,23.80177498,984.9343262,31.62207794,31.93147278,839.4124756,115.3154449,0.190490142,0.699330972,0.452742881,0.620322153,0.300669028,0.00592103
T80,21.76886559,12.64980221,0.170006901,0.170006901,0.117909901,1.996786356,3,7,12,4.829842091,96.97618103,11.94517994,11.09140205,84.32637024,8.242841721,0.124493875,0.877777778,0.792886457,0.884330484,0.122222222,0.079648427
T81,20.25034142,31.21906281,0.125664458,0.118959039,0.137084469,0.635374725,4,9,16,4.969625473,93.24015808,9.485985756,8.5644207,62.02109528,24.84304047,0.027397837,0.843386243,0.687765252,0.811148071,0.156613757,0.185431736
T82,72.17604828,317.6807556,0.329627693,0.319521964,0.351916343,11.16903305,4,8,31,26.05867004,1372.753418,24.37645531,22.79455948,1055.07251,304.8405151,0.485711038,0.832579186,0.718097007,0.835128343,0.167420814,0.072959805
T83,8.672241211,10.79291534,0.107317157,0.107317157,0.061620511,0,2,2,3,3.32698226,81.11593628,5.897120953,6.980880737,70.32302094,9.798042297,0,0.736961451,0.536879433,0.698370922,0.263038549,0.182904489
T84,471.5493774,4895.859375,1.523626804,1.523626804,1.906782985,22.32349777,6,80,310,287.4465942,44843.71875,58.92795944,60.24314499,39947.85156,3483.47998,0.557833791,0.911610343,0.780634369,0.8718672,0.088389657,0.02304445
T85,18.39440536,16.00631332,0.241017193,0.220074341,0.09360943,4.833012104,3,5,9,9.611415863,464.7243958,15.44735336,16.64529991,448.7181091,8.823435783,0.114160553,0.651559069,0.34139697,0.506857915,0.348440931,0.255464349
T86,19.7181263,105.807518,0.422987431,0.422987431,0.147992909,0.407169342,2,8,14,25.08452988,1647.264404,25.33989143,25.91468048,1541.456909,93.92963409,0.007994751,0.788229788,0.600981635,0.748273974,0.211770212,0.157219781
T87,21.5623703,63.53752136,0.107237585,0.106030159,0.167446628,0.364152282,2,6,8,6.172292233,119.4707336,11.49286938,10.20341778,55.93320847,62.12930679,0.011355079,0.723280423,0.551388889,0.710168558,0.276719577,0.117271282
T88,56.51039505,106.9211273,0.128297478,0.122597754,0.268110305,8.126950264,3,10,31,9.890454292,188.3496094,9.951590538,9.441687584,81.42847443,60.30412292,0.275490493,0.819753086,0.699649306,0.819783952,0.180246914,0.126811487
T89,121.1255493,633.0119019,1.19598484,1.19598484,0.688351274,3.99800086,3,27,55,108.3630524,16328.01367,43.48298645,41.12699509,15695.00195,506.9632263,0.084871717,0.850218486,0.663138421,0.796650802,0.149781514,0.113784318
T90,21.4585228,46.4248848,0.195517331,0.174910396,0.144544527,1.564722061,3,10,21,7.893419743,227.310791,11.87684345,12.6877079,180.8858948,43.02009964,0.041752256,0.822172619,0.567696921,0.717488474,0.177827381,0.183452517
T91,37.4620285,79.50836182,0.341528296,0.314794451,0.184847504,8.32418251,3,9,23,12.54879761,470.4384766,17.72135925,16.81589127,390.9300842,54.96521378,0.191821396,0.810636004,0.6361986,0.774738815,0.189363996,0.067839947
T92,40.04589844,359.047821,0.347685456,0.348493159,0.350828469,8.039750099,3,16,22,29.83227158,1868.099121,28.33584595,27.26650429,1509.05127,351.5446777,0.148845524,0.848133848,0.707067578,0.827425489,0.151866152,0.068451831
T93,27.63331413,44.99120331,0.108323842,0.104475223,0.215997905,5.720472336,3,19,27,7.211369514,132.0381165,17.42655945,17.05093384,87.04691315,42.00090408,0.170259491,0.653401361,0.388379851,0.558630268,0.346598639,0.092404995
T94,7.408800602,6.566937923,0.076219209,0.076219209,0.051278841,0,2,1,2,1.129980206,19.18095207,5.838308334,1.015042782,12.61401367,5.712582588,0,0.797348485,0.656242054,0.7892343,0.202651515,0.091627723
T95,66.83541107,101.6273956,0.369317114,0.369317114,0.44277668,10.13020325,3,21,41,19.08601189,590.5674438,26.24440193,26.60022354,488.9400024,75.17943573,0.18184869,0.891369048,0.811253336,0.895183721,0.108630952,0.063979439
T96,49.79732895,152.7349548,0.519011557,0.519011557,0.190532759,2.351334572,5,5,19,17.78030968,995.4614868,14.59973145,16.88965607,842.7265625,113.2802658,0.094524674,0.873905724,0.782385682,0.875846145,0.126094276,0.088942278
T97,14.78471565,54.57338333,0.2653552,0.2653552,0.117457904,1.803116798,2,7,8,8.265048027,267.4216919,15.04191017,15.26778316,212.8482819,51.13972473,0.058858089,0.85952381,0.7559268,0.860807067,0.14047619,0.078108885
T98,72.97710419,202.6550751,0.793451965,0.793451965,0.331179202,17.04243088,3,12,37,27.28332901,1951.307983,22.99368858,22.68199158,1748.652588,167.6157227,0.444117248,0.787595532,0.58803218,0.739677869,0.212404468,0.134394342
T99,183.4287262,688.5424805,0.779051065,0.80595994,0.666639626,16.92984009,5,23,120,108.4297714,12137.17285,47.63659286,49.14402771,11448.62988,514.2462158,0.372036874,0.892672859,0.754831653,0.858793805,0.107327141,0.084911231
T100,5.17530632,6.43009758,0.220174447,0.209897429,0.037139162,0.316914022,2,2,3,10.88689041,454.2773743,21.97817612,21.48286057,447.84729,4.701387882,0.016067455,0.875115741,0.707467031,0.825410622,0.124884259,0.051897823
T101,3.075401783,8.289367676,0.152981803,0.151805833,0.019603897,0.725399911,2,1,2,5.731893063,169.3113403,15.42406464,15.60542297,161.0219727,6.612216473,0.014356846,0.936447811,0.866960953,0.927280096,0.063552189,0.035959418
T102,23.82526779,81.62375641,0.302303225,0.302857131,0.180952057,3.963548183,3,10,15,17.07278442,720.1531372,25.50534821,26.31656837,638.5294189,69.97273254,0.077881418,0.772166105,0.579719705,0.73372964,0.227833895,0.092309328
T103,122.63577,214.01532,0.13121824,0.12710534,0.37969947,18.552776,5,23,135,17.728401,284.57513,8.534833,8.044816,70.559814,86.15016,0.40939823,0.826666667,0.713566261,0.829812886,0.173333333,0.019695888
T104,2.179308,1.9139866,0.055246264,0.055246264,0.011223855,0.95988464,2,1,2,0.24216184,2.7770915,0.51272774,0.36005417,0.8631049,1.3590897,0.018847292,0.793447293,0.633151349,0.767054573,0.206552707,0.027599832
T105,98.20276,374.9912,0.3785205,0.3785205,0.18304911,5.295016,5,8,94,22.610031,757.89624,7.3163037,7.0757847,382.9051,211.66833,0.09275542,0.992857143,0.986086957,0.992969993,0.007142857,0.004867918
T106,8.885198,42.597836,0.2234414,0.22048548,0.039772898,0.90038395,3,3,8,4.0167947,155.98189,3.4666328,3.5035264,113.384056,18.39256,0.017678997,0.938115942,0.864987604,0.927345401,0.061884058,0.003987339
T107,414.05554,343.64493,0.07620426,0.06607679,0.36533737,32.235184,7,7,400,39.31131,356.69022,9.537097,5.261182,13.045262,49.145912,0.96679074,0.846170799,0.748910537,0.855449602,0.153829201,0.021552176
T108,1283.7002,2773.0693,0.4457192,0.43769157,1.1795607,263.98355,7,27,1087,180.06435,4368.0864,23.045605,22.157736,1595.0168,771.7691,4.285363,0.901515152,0.830019294,0.90567137,0.098484848,0.002358186
T109,21.219091,23.284523,0.07045911,0.07045911,0.032250624,1.7764654,5,1,15,3.2345588,57.479836,3.130803,2.3502681,34.19531,3.8744361,0.050290857,0.942386831,0.892226178,0.942433862,0.057613169,0.035537361
T110,38.9159,97.09542,0.10632435,0.10632435,0.10078406,2.7868996,4,1,31,6.069979,114.86799,6.2799034,0.67882264,17.772564,58.618626,0.110051505,0.980072464,0.949273844,0.973871789,0.019927536,0.00593356
T111,337.8041,1017.2466,0.4205181,0.41968834,0.5417,20.226631,7,24,338,61.60887,1993.7231,14.920052,13.496354,976.4766,499.21686,0.42830145,0.921957672,0.85530248,0.921900527,0.078042328,0.07082758
T112,934.97363,3073.1338,0.37541276,0.37541276,0.8304416,45.771366,8,18,689,172.39102,4104.518,22.306534,22.402678,1031.3844,969.6212,1.1189045,0.972582973,0.94576049,0.972029867,0.027417027,0.018439334
T113,72.41654,432.9808,0.55631226,0.55631226,0.4040959,12.290287,3,38,80,25.60293,1424.1534,14.630933,18.443548,991.17255,297.01926,0.29572138,0.835016835,0.670308474,0.802355749,0.164983165,0.022981733
T114,0.9633522,11.76733,0.16960359,0.16960359,0.005135549,0,2,1,2,0.59631896,21.053635,0.17553902,0.41103888,9.2863035,6.5722566,0,0.893371212,0.808610519,0.894046986,0.106628788,0.028176072
T115,0.9633522,11.76733,0.16960359,0.16960359,0.005135549,0,2,1,2,0.59631896,21.053635,0.17553902,0.41103888,9.2863035,6.5722566,0,0.905679012,0.850375324,0.919104968,0.094320988,0.029808598
T116,724.74,2529.8577,0.667696,0.70210636,1.0202986,73.119316,9,35,603,150.50966,6722.776,23.968433,25.254168,4192.9185,884.81323,1.4893531,0.854747475,0.655934767,0.789803922,0.145252525,0.098940074
T117,832.2661,2444.4702,0.47202533,0.45477635,0.7909041,52.60906,7,25,835,154.40527,4141.4043,25.49886,24.136492,1696.9346,509.3948,1.2062736,0.967592593,0.939690692,0.968685759,0.032407407,0.012343665
T118,432.24234,989.5885,0.34568393,0.34568393,0.40550458,25.651346,6,7,338,72.375496,1697.3212,16.164848,11.910861,707.7328,204.2171,0.5211852,0.907738095,0.814262023,0.897377133,0.092261905,0.044223289
T119,7.612447,61.36768,0.1670035,0.1670035,0.055794857,0.51763713,2,3,5,3.5049274,121.94249,4.1152325,4.381345,60.57481,43.308464,0.010163781,0.907407407,0.82576026,0.903704238,0.092592593,0.016442804
